Area,Year,Deaths
"Schenectady, NY",2014,15
"Scranton, PA",2014,39
"Syracuse, NY",2014,63
"Trenton, NJ",2014,12
"Utica, NY",2014,15
"Yonkers, NY",2014,15
E.N. Central,2014,1977
"Akron, OH",2014,54
"Canton, OH",2014,22
"Chicago, IL",2014,251
"Cincinnati, OH",2014,108
"Cleveland, OH",2014,280
"Columbus, OH",2014,215
"Dayton, OH",2014,132
"Detroit, MI",2014,113
"Evansville, IN",2014,43
"Fort Wayne, IN",2014,68
"Gary, IN",2014,9
"Grand Rapids, MI",2014,56
"Indianapolis, IN",2014,203
"Lansing, MI",2014,48
"Milwaukee, WI",2014,69
"Peoria, IL",2014,49
"Rockford, IL",2014,64
"South Bend, IN",2014,36
"Toledo, OH",2014,100
"Youngstown, OH",2014,57
W.N. Central,2014,761
"Des Moines, IA",2014,
"Duluth, MN",2014,24
"Kansas City, KS",2014,21
"Kansas City, MO",2014,113
"Lincoln, NC",2014,47
"Minneapolis, MN",2014,60
"Omaha, NE",2014,86
"St. Louis, MO",2014,231
"St. Paul, MN",2014,65
"Wichita, KS",2014,114
S. Atlantic,2014,1124
"Atlanta, GA",2014,80
"Baltimore, MD",2014,170
"Charlotte, NC",2014,154
"Jacksonville, FL",2014,166
"Miami, FL",2014,69
"Norfolk, VA",2014,61
"Richmond, VA",2014,53
"Savannah, GA",2014,59
"St. Petersburg, FL",2014,59
"Tampa, FL",2014,114
"Washington, D.C.",2014,132
"Wilmington, DE",2014,7
E.S. Central,2014,878
"Birmingham, AL",2014,162
"Chattanooga, TN",2014,119
"Knoxville, TN",2014,150
"Lexington, KY",2014,66
"Memphis, TN",2014,180
"Mobile, AL",2014,87
"Montgomery, AL",2014,63
"Nashville, TN",2014,51
W.S. Central,2014,1612
"Austin, TX",2014,90
"Baton Rouge, LA",2014,93
"Corpus Christi, TX",2014,54
"Dallas, TX",2014,193
"El Paso, TX",2014,112
"Fort Worth, TX",2014,
"Houston, TX",2014,441
"Little Rock, AR",2014,60
"New Orleans, LA",2014,47
"San Antonio, TX",2014,286
"Shreveport, LA",2014,78
"Tulsa, OK",2014,158
Mountain,2014,1226
"Albuquerque, NM",2014,116
"Boise, ID",2014,68
"Colorado Springs, CO",2014,89
"Denver, CO",2014,77
"Las Vegas, NV",2014,359
"Ogden, UT",2014,31
"Phoenix, AZ",2014,169
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,103
"Tucson, AZ",2014,185
Pacific,2014,1666
"Berkeley, CA",2014,8
"Fresno, CA",2014,142
"Glendale, CA",2014,20
"Honolulu, HI",2014,64
"Long Beach, CA",2014,51
"Los Angeles, CA",2014,258
"Pasadena, CA",2014,16
"Portland, OR",2014,144
"Sacramento, CA",2014,197
"San Diego, CA",2014,163
"San Francisco, CA",2014,86
"San Jose, CA",2014,192
"Santa Cruz, CA",2014,27
"Seattle, WA",2014,103
"Spokane, WA",2014,66
"Tacoma, WA",2014,129
Totalå¦,2014,11507
New England,2014,510
"Boston, MA",2014,143
"Bridgeport, CT",2014,22
"Cambridge, MA",2014,8
"Fall River, MA",2014,22
"Hartford, CT",2014,41
"Lowell, MA",2014,19
"Lynn, MA",2014,4
"New Bedford, MA",2014,24
"New Haven, CT",2014,34
"Providence, RI",2014,56
"Somerville, MA",2014,4
"Springfield, MA",2014,43
"Waterbury, CT",2014,28
"Worcester, MA",2014,62
Mid. Atlantic,2014,1645
"Albany, NY",2014,32
"Allentown, PA",2014,29
"Buffalo, NY",2014,90
"Camden, NJ",2014,21
"Elizabeth, NJ",2014,17
"Erie, PA",2014,43
"Jersey City, NJ",2014,17
"New York City, NY",2014,919
"Newark, NJ",2014,42
"Paterson, NJ",2014,15
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,40
"Reading, PA",2014,35
"Rochester, NY",2014,143
"Schenectady, NY",2014,19
"Scranton, PA",2014,34
"Syracuse, NY",2014,76
"Trenton, NJ",2014,35
"Utica, NY",2014,17
"Yonkers, NY",2014,21
E.N. Central,2014,1782
"Akron, OH",2014,54
"Canton, OH",2014,31
"Chicago, IL",2014,249
"Cincinnati, OH",2014,69
"Cleveland, OH",2014,255
"Columbus, OH",2014,
"Dayton, OH",2014,125
"Detroit, MI",2014,138
"Evansville, IN",2014,43
"Fort Wayne, IN",2014,72
"Gary, IN",2014,8
"Grand Rapids, MI",2014,64
"Indianapolis, IN",2014,218
"Lansing, MI",2014,54
"Milwaukee, WI",2014,52
"Peoria, IL",2014,65
"Rockford, IL",2014,62
"South Bend, IN",2014,57
"Toledo, OH",2014,87
"Youngstown, OH",2014,79
W.N. Central,2014,605
"Des Moines, IA",2014,
"Duluth, MN",2014,26
"Kansas City, KS",2014,20
"Kansas City, MO",2014,133
"Lincoln, NC",2014,44
"Minneapolis, MN",2014,68
"Omaha, NE",2014,71
"St. Louis, MO",2014,95
"St. Paul, MN",2014,60
"Wichita, KS",2014,88
S. Atlantic,2014,1078
"Atlanta, GA",2014,160
"Baltimore, MD",2014,147
"Charlotte, NC",2014,124
"Jacksonville, FL",2014,159
"Miami, FL",2014,58
"Norfolk, VA",2014,51
"Richmond, VA",2014,48
"Savannah, GA",2014,56
"St. Petersburg, FL",2014,56
"Tampa, FL",2014,114
"Washington, D.C.",2014,98
"Wilmington, DE",2014,7
E.S. Central,2014,959
"Birmingham, AL",2014,169
"Chattanooga, TN",2014,104
"Knoxville, TN",2014,108
"Lexington, KY",2014,77
"Memphis, TN",2014,153
"Mobile, AL",2014,88
"Montgomery, AL",2014,60
"Nashville, TN",2014,200
W.S. Central,2014,1463
"Austin, TX",2014,92
"Baton Rouge, LA",2014,96
"Corpus Christi, TX",2014,65
"Dallas, TX",2014,211
"El Paso, TX",2014,97
"Fort Worth, TX",2014,
"Houston, TX",2014,355
"Little Rock, AR",2014,79
"New Orleans, LA",2014,42
"San Antonio, TX",2014,284
"Shreveport, LA",2014,53
"Tulsa, OK",2014,89
Mountain,2014,1170
"Albuquerque, NM",2014,143
"Boise, ID",2014,48
"Colorado Springs, CO",2014,64
"Denver, CO",2014,92
"Las Vegas, NV",2014,310
"Ogden, UT",2014,43
"Phoenix, AZ",2014,170
"Pueblo, CO",2014,32
"Salt Lake City, UT",2014,134
"Tucson, AZ",2014,134
Pacific,2014,1722
"Berkeley, CA",2014,13
"Fresno, CA",2014,121
"Glendale, CA",2014,39
"Honolulu, HI",2014,70
"Long Beach, CA",2014,64
"Los Angeles, CA",2014,252
"Pasadena, CA",2014,29
"Portland, OR",2014,129
"Sacramento, CA",2014,216
"San Diego, CA",2014,155
"San Francisco, CA",2014,117
"San Jose, CA",2014,208
"Santa Cruz, CA",2014,30
"Seattle, WA",2014,84
"Spokane, WA",2014,65
"Tacoma, WA",2014,130
Totalå¦,2014,10934
New England,2014,489
"Boston, MA",2014,128
"Bridgeport, CT",2014,30
"Cambridge, MA",2014,13
"Fall River, MA",2014,40
"Hartford, CT",2014,40
"Lowell, MA",2014,18
"Lynn, MA",2014,9
"New Bedford, MA",2014,26
"New Haven, CT",2014,
"Providence, RI",2014,81
"Somerville, MA",2014,3
"Springfield, MA",2014,29
"Waterbury, CT",2014,25
"Worcester, MA",2014,47
Mid. Atlantic,2014,1589
"Albany, NY",2014,39
"Allentown, PA",2014,34
"Buffalo, NY",2014,71
"Camden, NJ",2014,13
"Elizabeth, NJ",2014,19
"Erie, PA",2014,51
"Jersey City, NJ",2014,23
"New York City, NY",2014,890
"Newark, NJ",2014,57
"Paterson, NJ",2014,19
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,44
"Reading, PA",2014,35
"Rochester, NY",2014,128
"Schenectady, NY",2014,16
"Scranton, PA",2014,27
"Syracuse, NY",2014,82
"Trenton, NJ",2014,18
"Utica, NY",2014,13
"Yonkers, NY",2014,10
E.N. Central,2014,1982
"Akron, OH",2014,47
"Canton, OH",2014,27
"Chicago, IL",2014,248
"Cincinnati, OH",2014,74
"Cleveland, OH",2014,235
"Columbus, OH",2014,242
"Dayton, OH",2014,105
"Detroit, MI",2014,157
"Evansville, IN",2014,47
"Fort Wayne, IN",2014,74
"Gary, IN",2014,12
"Grand Rapids, MI",2014,52
"Indianapolis, IN",2014,213
"Lansing, MI",2014,44
"Milwaukee, WI",2014,80
"Peoria, IL",2014,45
"Rockford, IL",2014,61
"South Bend, IN",2014,45
"Toledo, OH",2014,95
"Youngstown, OH",2014,79
W.N. Central,2014,584
"Des Moines, IA",2014,
"Duluth, MN",2014,31
"Kansas City, KS",2014,28
"Kansas City, MO",2014,108
"Lincoln, NC",2014,48
"Minneapolis, MN",2014,53
"Omaha, NE",2014,87
"St. Louis, MO",2014,88
"St. Paul, MN",2014,51
"Wichita, KS",2014,90
S. Atlantic,2014,923
"Atlanta, GA",2014,138
"Baltimore, MD",2014,119
"Charlotte, NC",2014,129
"Jacksonville, FL",2014,84
"Miami, FL",2014,69
"Norfolk, VA",2014,49
"Richmond, VA",2014,57
"Savannah, GA",2014,48
"St. Petersburg, FL",2014,40
"Tampa, FL",2014,74
"Washington, D.C.",2014,104
"Wilmington, DE",2014,12
E.S. Central,2014,1027
"Birmingham, AL",2014,214
"Chattanooga, TN",2014,89
"Knoxville, TN",2014,101
"Lexington, KY",2014,75
"Memphis, TN",2014,170
"Mobile, AL",2014,158
"Montgomery, AL",2014,69
"Nashville, TN",2014,151
W.S. Central,2014,1457
"Austin, TX",2014,85
"Baton Rouge, LA",2014,75
"Corpus Christi, TX",2014,42
"Dallas, TX",2014,207
"El Paso, TX",2014,109
"Fort Worth, TX",2014,
"Houston, TX",2014,369
"Little Rock, AR",2014,69
"New Orleans, LA",2014,58
"San Antonio, TX",2014,268
"Shreveport, LA",2014,57
"Tulsa, OK",2014,118
Mountain,2014,1219
"Albuquerque, NM",2014,123
"Boise, ID",2014,69
"Colorado Springs, CO",2014,65
"Denver, CO",2014,87
"Las Vegas, NV",2014,278
"Ogden, UT",2014,42
"Phoenix, AZ",2014,201
"Pueblo, CO",2014,47
"Salt Lake City, UT",2014,150
"Tucson, AZ",2014,157
Pacific,2014,1625
"Berkeley, CA",2014,5
"Fresno, CA",2014,110
"Glendale, CA",2014,34
"Honolulu, HI",2014,60
"Long Beach, CA",2014,66
"Los Angeles, CA",2014,254
"Pasadena, CA",2014,18
"Portland, OR",2014,125
"Sacramento, CA",2014,196
"San Diego, CA",2014,167
"San Francisco, CA",2014,102
"San Jose, CA",2014,194
"Santa Cruz, CA",2014,27
"Seattle, WA",2014,102
"Spokane, WA",2014,62
"Tacoma, WA",2014,103
Totalå¦,2014,10895
New England,2014,478
"Boston, MA",2014,133
"Bridgeport, CT",2014,31
"Cambridge, MA",2014,13
"Fall River, MA",2014,14
"Hartford, CT",2014,46
"Lowell, MA",2014,28
"Lynn, MA",2014,5
"New Bedford, MA",2014,19
"New Haven, CT",2014,29
"Providence, RI",2014,39
"Somerville, MA",2014,4
"Springfield, MA",2014,37
"Waterbury, CT",2014,22
"Worcester, MA",2014,58
Mid. Atlantic,2014,1608
"Albany, NY",2014,39
"Allentown, PA",2014,13
"Buffalo, NY",2014,88
"Camden, NJ",2014,26
"Elizabeth, NJ",2014,11
"Erie, PA",2014,53
"Jersey City, NJ",2014,
"New York City, NY",2014,931
"Newark, NJ",2014,44
"Paterson, NJ",2014,
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,41
"Reading, PA",2014,45
"Rochester, NY",2014,158
"Schenectady, NY",2014,21
"Scranton, PA",2014,29
"Syracuse, NY",2014,67
"Trenton, NJ",2014,14
"Utica, NY",2014,15
"Yonkers, NY",2014,13
E.N. Central,2014,2024
"Akron, OH",2014,51
"Canton, OH",2014,22
"Chicago, IL",2014,251
"Cincinnati, OH",2014,69
"Cleveland, OH",2014,224
"Columbus, OH",2014,232
"Dayton, OH",2014,169
"Detroit, MI",2014,180
"Evansville, IN",2014,33
"Fort Wayne, IN",2014,82
"Gary, IN",2014,16
"Grand Rapids, MI",2014,66
"Indianapolis, IN",2014,184
"Lansing, MI",2014,49
"Milwaukee, WI",2014,66
"Peoria, IL",2014,52
"Rockford, IL",2014,53
"South Bend, IN",2014,53
"Toledo, OH",2014,107
"Youngstown, OH",2014,65
W.N. Central,2014,577
"Des Moines, IA",2014,
"Duluth, MN",2014,32
"Kansas City, KS",2014,27
"Kansas City, MO",2014,101
"Lincoln, NC",2014,47
"Minneapolis, MN",2014,65
"Omaha, NE",2014,74
"St. Louis, MO",2014,97
"St. Paul, MN",2014,37
"Wichita, KS",2014,97
S. Atlantic,2014,1050
"Atlanta, GA",2014,95
"Baltimore, MD",2014,114
"Charlotte, NC",2014,150
"Jacksonville, FL",2014,169
"Miami, FL",2014,74
"Norfolk, VA",2014,44
"Richmond, VA",2014,62
"Savannah, GA",2014,55
"St. Petersburg, FL",2014,76
"Tampa, FL",2014,100
"Washington, D.C.",2014,99
"Wilmington, DE",2014,12
E.S. Central,2014,1015
"Birmingham, AL",2014,219
"Chattanooga, TN",2014,79
"Knoxville, TN",2014,142
"Lexington, KY",2014,69
"Memphis, TN",2014,161
"Mobile, AL",2014,137
"Montgomery, AL",2014,58
"Nashville, TN",2014,150
W.S. Central,2014,1566
"Austin, TX",2014,109
"Baton Rouge, LA",2014,118
"Corpus Christi, TX",2014,85
"Dallas, TX",2014,224
"El Paso, TX",2014,83
"Fort Worth, TX",2014,
"Houston, TX",2014,304
"Little Rock, AR",2014,51
"New Orleans, LA",2014,113
"San Antonio, TX",2014,282
"Shreveport, LA",2014,74
"Tulsa, OK",2014,123
Mountain,2014,1121
"Albuquerque, NM",2014,102
"Boise, ID",2014,63
"Colorado Springs, CO",2014,57
"Denver, CO",2014,88
"Las Vegas, NV",2014,298
"Ogden, UT",2014,32
"Phoenix, AZ",2014,169
"Pueblo, CO",2014,37
"Salt Lake City, UT",2014,122
"Tucson, AZ",2014,153
Pacific,2014,1554
"Berkeley, CA",2014,11
"Fresno, CA",2014,118
"Glendale, CA",2014,41
"Honolulu, HI",2014,56
"Long Beach, CA",2014,64
"Los Angeles, CA",2014,218
"Pasadena, CA",2014,17
"Portland, OR",2014,112
"Sacramento, CA",2014,189
"San Diego, CA",2014,151
"San Francisco, CA",2014,93
"San Jose, CA",2014,185
"Santa Cruz, CA",2014,
"Seattle, WA",2014,109
"Spokane, WA",2014,66
"Tacoma, WA",2014,124
Totalå¦,2014,10993
New England,2014,507
"Boston, MA",2014,124
"Bridgeport, CT",2014,22
"Cambridge, MA",2014,9
"Fall River, MA",2014,26
"Hartford, CT",2014,50
"Lowell, MA",2014,21
"Lynn, MA",2014,8
"New Bedford, MA",2014,27
"New Haven, CT",2014,37
"Providence, RI",2014,76
"Somerville, MA",2014,1
"Springfield, MA",2014,23
"Waterbury, CT",2014,32
"Worcester, MA",2014,51
Mid. Atlantic,2014,1569
"Albany, NY",2014,39
"Allentown, PA",2014,19
"Buffalo, NY",2014,84
"Camden, NJ",2014,29
"Elizabeth, NJ",2014,8
"Erie, PA",2014,39
"Jersey City, NJ",2014,20
"New York City, NY",2014,952
"Newark, NJ",2014,37
"Paterson, NJ",2014,13
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,47
"Reading, PA",2014,31
"Rochester, NY",2014,109
"Schenectady, NY",2014,17
"Scranton, PA",2014,20
"Syracuse, NY",2014,61
"Trenton, NJ",2014,13
"Utica, NY",2014,16
"Yonkers, NY",2014,15
E.N. Central,2014,1961
"Akron, OH",2014,56
"Canton, OH",2014,27
"Chicago, IL",2014,258
"Cincinnati, OH",2014,87
"Cleveland, OH",2014,237
"Columbus, OH",2014,208
"Dayton, OH",2014,141
"Detroit, MI",2014,107
"Evansville, IN",2014,45
"Fort Wayne, IN",2014,77
"Gary, IN",2014,12
"Grand Rapids, MI",2014,71
"Indianapolis, IN",2014,223
"Lansing, MI",2014,43
"Milwaukee, WI",2014,58
"Peoria, IL",2014,53
"Rockford, IL",2014,58
"South Bend, IN",2014,41
"Toledo, OH",2014,98
"Youngstown, OH",2014,61
W.N. Central,2014,571
"Des Moines, IA",2014,
"Duluth, MN",2014,21
"Kansas City, KS",2014,30
"Kansas City, MO",2014,97
"Lincoln, NC",2014,41
"Minneapolis, MN",2014,50
"Omaha, NE",2014,88
"St. Louis, MO",2014,84
"St. Paul, MN",2014,70
"Wichita, KS",2014,90
S. Atlantic,2014,1122
"Atlanta, GA",2014,165
"Baltimore, MD",2014,170
"Charlotte, NC",2014,101
"Jacksonville, FL",2014,146
"Miami, FL",2014,81
"Norfolk, VA",2014,41
"Richmond, VA",2014,63
"Savannah, GA",2014,59
"St. Petersburg, FL",2014,56
"Tampa, FL",2014,111
"Washington, D.C.",2014,115
"Wilmington, DE",2014,14
E.S. Central,2014,1166
"Birmingham, AL",2014,276
"Chattanooga, TN",2014,94
"Knoxville, TN",2014,120
"Lexington, KY",2014,85
"Memphis, TN",2014,178
"Mobile, AL",2014,186
"Montgomery, AL",2014,106
"Nashville, TN",2014,121
W.S. Central,2014,1548
"Austin, TX",2014,108
"Baton Rouge, LA",2014,117
"Corpus Christi, TX",2014,42
"Dallas, TX",2014,220
"El Paso, TX",2014,103
"Fort Worth, TX",2014,
"Houston, TX",2014,342
"Little Rock, AR",2014,61
"New Orleans, LA",2014,123
"San Antonio, TX",2014,246
"Shreveport, LA",2014,71
"Tulsa, OK",2014,115
Mountain,2014,1122
"Albuquerque, NM",2014,113
"Boise, ID",2014,58
"Colorado Springs, CO",2014,84
"Denver, CO",2014,69
"Las Vegas, NV",2014,284
"Ogden, UT",2014,22
"Phoenix, AZ",2014,182
"Pueblo, CO",2014,35
"Salt Lake City, UT",2014,131
"Tucson, AZ",2014,144
Pacific,2014,1653
"Berkeley, CA",2014,11
"Fresno, CA",2014,143
"Glendale, CA",2014,33
"Honolulu, HI",2014,83
"Long Beach, CA",2014,55
"Los Angeles, CA",2014,255
"Pasadena, CA",2014,24
"Portland, OR",2014,109
"Sacramento, CA",2014,201
"San Diego, CA",2014,160
"San Francisco, CA",2014,108
"San Jose, CA",2014,183
"Santa Cruz, CA",2014,26
"Seattle, WA",2014,92
"Spokane, WA",2014,64
"Tacoma, WA",2014,106
Totalå¦,2014,11219
New England,2014,469
"Boston, MA",2014,119
"Bridgeport, CT",2014,29
"Cambridge, MA",2014,12
"Fall River, MA",2014,30
"Hartford, CT",2014,37
"Lowell, MA",2014,8
"Lynn, MA",2014,6
"New Bedford, MA",2014,20
"New Haven, CT",2014,39
"Providence, RI",2014,57
"Somerville, MA",2014,1
"Springfield, MA",2014,31
"Waterbury, CT",2014,26
"Worcester, MA",2014,54
Mid. Atlantic,2014,1541
"Albany, NY",2014,43
"Allentown, PA",2014,23
"Buffalo, NY",2014,87
"Camden, NJ",2014,27
"Elizabeth, NJ",2014,4
"Erie, PA",2014,34
"Jersey City, NJ",2014,19
"New York City, NY",2014,933
"Newark, NJ",2014,20
"Paterson, NJ",2014,14
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,46
"Reading, PA",2014,24
"Rochester, NY",2014,158
"Schenectady, NY",2014,18
"Scranton, PA",2014,21
"Syracuse, NY",2014,22
"Trenton, NJ",2014,15
"Utica, NY",2014,18
"Yonkers, NY",2014,15
E.N. Central,2014,1880
"Akron, OH",2014,49
"Canton, OH",2014,32
"Chicago, IL",2014,249
"Cincinnati, OH",2014,81
"Cleveland, OH",2014,249
"Columbus, OH",2014,210
"Dayton, OH",2014,127
"Detroit, MI",2014,143
"Evansville, IN",2014,46
"Fort Wayne, IN",2014,74
"Gary, IN",2014,7
"Grand Rapids, MI",2014,68
"Indianapolis, IN",2014,191
"Lansing, MI",2014,43
"Milwaukee, WI",2014,62
"Peoria, IL",2014,49
"Rockford, IL",2014,44
"South Bend, IN",2014,56
"Toledo, OH",2014,100
"Youngstown, OH",2014,
W.N. Central,2014,647
"Des Moines, IA",2014,
"Duluth, MN",2014,32
"Kansas City, KS",2014,23
"Kansas City, MO",2014,110
"Lincoln, NC",2014,53
"Minneapolis, MN",2014,77
"Omaha, NE",2014,79
"St. Louis, MO",2014,111
"St. Paul, MN",2014,50
"Wichita, KS",2014,112
S. Atlantic,2014,1041
"Atlanta, GA",2014,182
"Baltimore, MD",2014,140
"Charlotte, NC",2014,143
"Jacksonville, FL",2014,133
"Miami, FL",2014,66
"Norfolk, VA",2014,32
"Richmond, VA",2014,56
"Savannah, GA",2014,43
"St. Petersburg, FL",2014,60
"Tampa, FL",2014,98
"Washington, D.C.",2014,80
"Wilmington, DE",2014,8
E.S. Central,2014,1092
"Birmingham, AL",2014,269
"Chattanooga, TN",2014,96
"Knoxville, TN",2014,127
"Lexington, KY",2014,87
"Memphis, TN",2014,184
"Mobile, AL",2014,114
"Montgomery, AL",2014,69
"Nashville, TN",2014,146
W.S. Central,2014,1451
"Austin, TX",2014,85
"Baton Rouge, LA",2014,62
"Corpus Christi, TX",2014,56
"Dallas, TX",2014,208
"El Paso, TX",2014,84
"Fort Worth, TX",2014,
"Houston, TX",2014,373
"Little Rock, AR",2014,57
"New Orleans, LA",2014,56
"San Antonio, TX",2014,281
"Shreveport, LA",2014,60
"Tulsa, OK",2014,129
Mountain,2014,1131
"Albuquerque, NM",2014,152
"Boise, ID",2014,66
"Colorado Springs, CO",2014,89
"Denver, CO",2014,92
"Las Vegas, NV",2014,249
"Ogden, UT",2014,26
"Phoenix, AZ",2014,174
"Pueblo, CO",2014,32
"Salt Lake City, UT",2014,117
"Tucson, AZ",2014,134
Pacific,2014,1745
"Berkeley, CA",2014,13
"Fresno, CA",2014,154
"Glendale, CA",2014,38
"Honolulu, HI",2014,58
"Long Beach, CA",2014,56
"Los Angeles, CA",2014,262
"Pasadena, CA",2014,21
"Portland, OR",2014,119
"Sacramento, CA",2014,218
"San Diego, CA",2014,167
"San Francisco, CA",2014,116
"San Jose, CA",2014,202
"Santa Cruz, CA",2014,28
"Seattle, WA",2014,102
"Spokane, WA",2014,65
"Tacoma, WA",2014,126
Totalå¦,2014,10997
New England,2014,494
"Boston, MA",2014,130
"Bridgeport, CT",2014,33
"Cambridge, MA",2014,13
"Fall River, MA",2014,20
"Hartford, CT",2014,70
"Lowell, MA",2014,25
"Lynn, MA",2014,4
"New Bedford, MA",2014,19
"New Haven, CT",2014,25
"Providence, RI",2014,59
"Somerville, MA",2014,4
"Springfield, MA",2014,20
"Waterbury, CT",2014,21
"Worcester, MA",2014,51
Mid. Atlantic,2014,1554
"Albany, NY",2014,49
"Allentown, PA",2014,25
"Buffalo, NY",2014,89
"Camden, NJ",2014,18
"Elizabeth, NJ",2014,17
"Erie, PA",2014,45
"Jersey City, NJ",2014,22
"New York City, NY",2014,897
"Newark, NJ",2014,13
"Paterson, NJ",2014,20
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,45
"Reading, PA",2014,29
"Rochester, NY",2014,108
"Schenectady, NY",2014,20
"Scranton, PA",2014,22
"Syracuse, NY",2014,80
"Trenton, NJ",2014,25
"Utica, NY",2014,14
"Yonkers, NY",2014,16
E.N. Central,2014,1727
"Akron, OH",2014,42
"Canton, OH",2014,20
"Chicago, IL",2014,235
"Cincinnati, OH",2014,65
"Cleveland, OH",2014,182
"Columbus, OH",2014,189
"Dayton, OH",2014,122
"Detroit, MI",2014,153
"Evansville, IN",2014,37
"Fort Wayne, IN",2014,74
"Gary, IN",2014,14
"Grand Rapids, MI",2014,44
"Indianapolis, IN",2014,184
"Lansing, MI",2014,41
"Milwaukee, WI",2014,77
"Peoria, IL",2014,45
"Rockford, IL",2014,50
"South Bend, IN",2014,41
"Toledo, OH",2014,61
"Youngstown, OH",2014,51
W.N. Central,2014,520
"Des Moines, IA",2014,
"Duluth, MN",2014,31
"Kansas City, KS",2014,31
"Kansas City, MO",2014,85
"Lincoln, NC",2014,23
"Minneapolis, MN",2014,57
"Omaha, NE",2014,85
"St. Louis, MO",2014,69
"St. Paul, MN",2014,73
"Wichita, KS",2014,66
S. Atlantic,2014,998
"Atlanta, GA",2014,119
"Baltimore, MD",2014,161
"Charlotte, NC",2014,96
"Jacksonville, FL",2014,135
"Miami, FL",2014,64
"Norfolk, VA",2014,33
"Richmond, VA",2014,59
"Savannah, GA",2014,64
"St. Petersburg, FL",2014,53
"Tampa, FL",2014,107
"Washington, D.C.",2014,100
"Wilmington, DE",2014,7
E.S. Central,2014,895
"Birmingham, AL",2014,175
"Chattanooga, TN",2014,65
"Knoxville, TN",2014,101
"Lexington, KY",2014,54
"Memphis, TN",2014,144
"Mobile, AL",2014,101
"Montgomery, AL",2014,84
"Nashville, TN",2014,171
W.S. Central,2014,1251
"Austin, TX",2014,96
"Baton Rouge, LA",2014,62
"Corpus Christi, TX",2014,45
"Dallas, TX",2014,200
"El Paso, TX",2014,90
"Fort Worth, TX",2014,
"Houston, TX",2014,330
"Little Rock, AR",2014,60
"New Orleans, LA",2014,60
"San Antonio, TX",2014,230
"Shreveport, LA",2014,75
"Tulsa, OK",2014,3
Mountain,2014,1147
"Albuquerque, NM",2014,105
"Boise, ID",2014,54
"Colorado Springs, CO",2014,80
"Denver, CO",2014,84
"Las Vegas, NV",2014,288
"Ogden, UT",2014,45
"Phoenix, AZ",2014,178
"Pueblo, CO",2014,39
"Salt Lake City, UT",2014,131
"Tucson, AZ",2014,143
Pacific,2014,1500
"Berkeley, CA",2014,10
"Fresno, CA",2014,107
"Glendale, CA",2014,31
"Honolulu, HI",2014,73
"Long Beach, CA",2014,57
"Los Angeles, CA",2014,246
"Pasadena, CA",2014,16
"Portland, OR",2014,97
"Sacramento, CA",2014,196
"San Diego, CA",2014,122
"San Francisco, CA",2014,72
"San Jose, CA",2014,166
"Santa Cruz, CA",2014,28
"Seattle, WA",2014,81
"Spokane, WA",2014,72
"Tacoma, WA",2014,126
Totalå¦,2014,10086
New England,2014,492
"Boston, MA",2014,130
"Bridgeport, CT",2014,34
"Cambridge, MA",2014,23
"Fall River, MA",2014,15
"Hartford, CT",2014,49
"Lowell, MA",2014,18
"Lynn, MA",2014,7
"New Bedford, MA",2014,18
"New Haven, CT",2014,37
"Providence, RI",2014,41
"Somerville, MA",2014,2
"Springfield, MA",2014,30
"Waterbury, CT",2014,37
"Worcester, MA",2014,51
Mid. Atlantic,2014,1723
"Albany, NY",2014,44
"Allentown, PA",2014,25
"Buffalo, NY",2014,91
"Camden, NJ",2014,31
"Elizabeth, NJ",2014,20
"Erie, PA",2014,49
"Jersey City, NJ",2014,22
"New York City, NY",2014,1027
"Newark, NJ",2014,11
"Paterson, NJ",2014,16
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,36
"Reading, PA",2014,41
"Rochester, NY",2014,154
"Schenectady, NY",2014,22
"Scranton, PA",2014,28
"Syracuse, NY",2014,68
"Trenton, NJ",2014,16
"Utica, NY",2014,11
"Yonkers, NY",2014,11
E.N. Central,2014,2089
"Akron, OH",2014,55
"Canton, OH",2014,41
"Chicago, IL",2014,284
"Cincinnati, OH",2014,81
"Cleveland, OH",2014,250
"Columbus, OH",2014,242
"Dayton, OH",2014,146
"Detroit, MI",2014,131
"Evansville, IN",2014,48
"Fort Wayne, IN",2014,76
"Gary, IN",2014,5
"Grand Rapids, MI",2014,66
"Indianapolis, IN",2014,186
"Lansing, MI",2014,64
"Milwaukee, WI",2014,58
"Peoria, IL",2014,60
"Rockford, IL",2014,56
"South Bend, IN",2014,54
"Toledo, OH",2014,111
"Youngstown, OH",2014,75
W.N. Central,2014,594
"Des Moines, IA",2014,
"Duluth, MN",2014,26
"Kansas City, KS",2014,26
"Kansas City, MO",2014,100
"Lincoln, NC",2014,50
"Minneapolis, MN",2014,69
"Omaha, NE",2014,102
"St. Louis, MO",2014,95
"St. Paul, MN",2014,50
"Wichita, KS",2014,76
S. Atlantic,2014,1126
"Atlanta, GA",2014,182
"Baltimore, MD",2014,125
